age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,Label
84,m,yes,yes,yes,yes,no,1,0,2580,out,64,1
90,m,yes,yes,yes,yes,yes,1,0,1218,out,70,1
98,m,yes,yes,yes,yes,yes,1,0,1276,in,13,1
67,m,yes,yes,yes,yes,yes,1,0,983,in,34,1
86,f,yes,yes,yes,yes,yes,1,0,2949,in,20,1
85,f,yes,yes,yes,yes,yes,1,0,2777,out,70,1
88,f,yes,yes,yes,yes,no,1,0,1710,out,63,1
80,m,yes,yes,yes,yes,no,1,0,88,out,54,1
69,f,yes,yes,yes,no,yes,1,0,597,in,49,1
92,m,yes,yes,no,yes,yes,1,0,594,out,90,1
66,m,yes,yes,no,yes,yes,1,0,2608,in,29,1
87,f,no,yes,yes,yes,yes,1,0,1797,out,97,1
72,f,yes,yes,yes,yes,yes,1,0,1387,out,77,1
69,m,yes,yes,yes,yes,yes,1,0,2305,in,23,1
76,m,yes,yes,yes,no,yes,1,0,1644,in,9,1
73,m,yes,yes,yes,yes,yes,1,0,1997,out,61,1
65,f,yes,yes,yes,yes,yes,1,0,2792,out,87,1
99,m,yes,yes,yes,yes,yes,1,0,336,out,55,1
94,f,yes,yes,no,yes,yes,1,0,2323,out,67,1
100,m,yes,yes,yes,yes,yes,1,0,1160,out,76,1
72,m,yes,yes,yes,yes,yes,1,0,1701,in,23,1
98,m,yes,yes,yes,yes,yes,1,0,233,out,69,1
73,m,yes,yes,yes,no,yes,1,0,1347,out,61,1
95,f,yes,yes,yes,yes,yes,1,0,2268,out,53,1
66,m,yes,yes,yes,yes,yes,1,0,686,in,8,1
77,f,yes,yes,yes,yes,yes,1,0,542,out,70,1
71,m,yes,yes,yes,yes,yes,1,0,1811,in,9,1
66,m,yes,yes,no,yes,yes,1,0,368,in,12,1
87,m,no,yes,yes,yes,yes,1,0,2995,in,37,1
91,f,yes,yes,yes,yes,no,1,0,308,out,60,1
95,f,yes,yes,yes,yes,no,1,0,1285,out,95,1
67,m,yes,yes,yes,yes,yes,1,0,2721,out,76,1
81,m,yes,yes,yes,no,yes,1,0,498,in,25,1
94,f,yes,yes,yes,yes,yes,1,0,1041,out,83,1
62,f,yes,yes,yes,yes,yes,1,0,79,out,56,1
66,m,yes,yes,yes,yes,yes,1,0,2911,out,64,1
60,f,yes,no,yes,yes,yes,1,0,1092,out,51,1
73,f,yes,yes,yes,yes,yes,1,0,453,out,51,1
83,m,yes,yes,yes,no,yes,1,0,2922,in,11,1
68,m,yes,yes,yes,yes,yes,1,0,1492,out,60,1
89,m,yes,yes,yes,no,yes,1,0,1628,out,54,1
75,m,no,yes,yes,yes,yes,1,0,2806,in,14,1
70,f,yes,yes,yes,no,yes,1,0,1044,out,91,1
95,m,yes,yes,no,yes,yes,1,0,1876,in,34,1
77,m,yes,yes,yes,yes,yes,1,0,2167,in,4,1
86,m,no,yes,yes,yes,yes,1,0,2469,in,7,1
69,f,yes,yes,yes,no,yes,1,0,26,in,34,1
75,m,yes,yes,yes,no,yes,1,0,1312,out,51,1
96,f,yes,no,yes,yes,yes,1,0,2530,out,69,1
82,f,yes,yes,yes,yes,yes,1,0,888,out,60,1
76,f,yes,yes,yes,yes,no,1,0,584,out,93,1
68,f,yes,yes,yes,yes,yes,1,0,1439,out,59,1
84,m,yes,yes,yes,no,yes,1,0,1098,out,58,1
85,f,no,yes,yes,yes,yes,1,0,1362,out,67,1
72,m,yes,yes,yes,yes,yes,1,0,2588,in,23,1
95,f,yes,yes,yes,no,yes,1,0,1497,out,83,1
95,f,yes,yes,yes,yes,no,1,0,889,in,11,1
62,f,yes,no,yes,yes,yes,1,0,1002,in,9,1
65,m,yes,yes,yes,yes,yes,1,0,854,in,25,1
70,m,yes,yes,no,yes,yes,1,0,229,in,25,1
97,m,yes,yes,yes,yes,yes,1,0,925,in,41,1
76,f,yes,yes,yes,yes,yes,1,0,1058,in,17,1
90,m,yes,no,yes,yes,yes,1,0,2439,in,15,1
96,m,yes,yes,yes,yes,yes,1,0,1922,in,27,1
100,m,yes,yes,yes,yes,no,1,0,1307,out,74,1
93,m,no,yes,yes,yes,yes,1,0,616,in,25,1
71,f,yes,no,yes,yes,yes,1,0,517,out,55,1
83,f,yes,yes,yes,yes,no,1,0,2136,out,79,1
100,f,yes,yes,yes,yes,yes,1,0,2164,in,32,1
95,m,yes,yes,yes,yes,yes,1,0,809,in,3,1
82,m,yes,yes,yes,yes,yes,1,0,2834,out,93,1
97,m,yes,yes,no,yes,yes,1,0,200,in,12,1
92,m,no,yes,yes,yes,yes,1,0,2616,out,93,1
71,f,yes,yes,yes,yes,yes,1,0,1896,in,4,1
96,f,yes,yes,yes,yes,yes,1,0,1920,in,39,1
79,f,yes,yes,yes,yes,yes,1,0,2620,in,41,1
97,m,yes,yes,yes,yes,yes,1,0,950,in,31,1
92,m,yes,yes,yes,yes,no,1,0,2781,in,47,1
62,f,yes,yes,yes,yes,yes,1,0,2837,in,29,1
77,m,yes,yes,yes,yes,yes,1,0,1019,out,57,1
67,f,yes,yes,yes,yes,yes,1,0,1267,in,11,1
80,f,yes,yes,yes,yes,yes,1,0,2172,out,81,1
93,m,yes,no,yes,yes,yes,1,0,1759,out,51,1
81,f,yes,yes,no,yes,yes,1,0,2642,out,90,1
91,f,yes,no,yes,yes,yes,1,0,785,in,37,1
95,m,yes,yes,yes,yes,yes,1,0,1761,out,58,1
65,m,yes,yes,yes,yes,yes,1,0,558,in,6,1
98,m,yes,yes,yes,yes,yes,1,0,1705,out,89,1
61,f,yes,yes,yes,yes,yes,1,0,1497,out,93,1
86,m,yes,yes,yes,yes,yes,1,0,1875,in,26,1
68,f,yes,yes,yes,yes,no,1,0,550,out,81,1
82,f,yes,yes,yes,no,yes,1,0,1147,out,51,1
80,f,yes,yes,no,yes,yes,1,0,725,in,4,1
76,f,yes,no,yes,yes,yes,1,0,1413,in,3,1
76,m,yes,yes,no,yes,yes,1,0,1705,out,62,1
86,f,no,yes,yes,yes,yes,1,0,692,out,73,1
94,m,yes,yes,yes,yes,yes,1,0,1668,in,6,1
99,m,yes,yes,yes,yes,no,1,0,1722,out,83,1
85,m,yes,yes,yes,yes,yes,1,0,2145,out,57,1
90,f,yes,yes,yes,yes,yes,1,0,1559,out,88,1
68,m,yes,yes,yes,yes,yes,1,0,2357,out,86,1
100,m,yes,yes,yes,yes,yes,1,0,243,out,71,1
70,m,yes,yes,yes,yes,yes,1,0,2014,in,24,1
97,f,no,yes,yes,yes,yes,1,0,2243,in,49,1
83,f,yes,yes,yes,yes,yes,1,0,1902,out,93,1
96,m,yes,yes,yes,yes,yes,1,0,1357,out,81,1
71,m,yes,yes,yes,yes,yes,1,0,1790,out,93,1
80,f,yes,no,yes,yes,yes,1,0,2454,out,54,1
98,f,no,yes,yes,yes,yes,1,0,428,out,73,1
94,m,yes,yes,yes,yes,yes,1,0,2894,out,58,1
69,m,yes,yes,yes,yes,yes,1,0,238,out,54,1
94,m,yes,yes,no,yes,yes,1,0,348,out,84,1
99,f,yes,yes,yes,yes,yes,1,0,161,in,6,1
67,f,yes,yes,yes,yes,yes,1,0,2566,in,19,1
85,f,yes,yes,yes,yes,yes,1,0,1987,in,33,1
66,m,yes,yes,no,yes,yes,1,0,30,in,7,1
90,m,yes,yes,yes,yes,yes,1,0,305,out,70,1
93,m,yes,yes,yes,yes,yes,1,0,1938,out,63,1
84,m,no,yes,yes,yes,yes,1,0,1713,in,9,1
87,m,no,yes,yes,yes,yes,1,0,801,out,57,1
99,f,yes,yes,yes,yes,yes,1,0,630,in,24,1
75,m,yes,yes,no,yes,yes,1,0,689,out,98,1
98,f,yes,yes,yes,yes,yes,1,0,1220,out,98,1
82,f,yes,yes,yes,yes,no,1,0,2021,in,0,1
92,f,yes,yes,yes,yes,yes,1,0,2013,in,20,1
90,m,yes,yes,yes,yes,no,1,0,1533,out,68,1
79,f,yes,yes,yes,no,yes,1,0,1519,out,50,1
81,m,yes,yes,yes,yes,yes,1,0,497,out,95,1
98,f,yes,no,yes,yes,yes,1,0,1931,out,84,1
68,m,yes,yes,yes,no,yes,1,0,936,out,51,1
92,m,yes,yes,yes,yes,yes,1,0,1701,in,9,1
68,m,yes,yes,yes,yes,yes,1,0,1536,in,35,1
72,f,yes,yes,yes,no,yes,1,0,1905,out,76,1
95,f,yes,yes,no,yes,yes,1,0,1931,out,56,1
97,m,yes,yes,yes,yes,yes,1,0,1177,out,62,1
83,m,yes,yes,yes,yes,no,1,0,976,in,4,1
90,m,yes,yes,no,yes,yes,1,0,188,in,35,1
74,m,no,yes,yes,yes,yes,1,0,1047,out,54,1
85,f,yes,no,yes,yes,yes,1,0,2692,out,51,1
79,m,no,yes,yes,yes,yes,1,0,2759,in,12,1
69,m,yes,yes,yes,yes,yes,1,0,1989,in,27,1
90,f,yes,no,yes,yes,yes,1,0,1695,in,38,1
88,m,yes,yes,yes,yes,yes,1,0,2467,out,62,1
79,f,yes,yes,yes,no,yes,1,0,222,in,21,1
76,m,yes,yes,yes,yes,yes,1,0,283,in,26,1
82,m,yes,yes,yes,yes,no,1,0,776,in,22,1
100,m,yes,yes,yes,yes,no,1,0,104,out,92,1
84,f,yes,yes,yes,yes,yes,1,0,1899,out,71,1
73,f,yes,yes,yes,yes,no,1,0,2398,out,99,1
77,f,yes,yes,yes,yes,yes,1,0,2401,in,36,1
86,m,yes,yes,yes,yes,yes,1,0,616,out,86,1
89,m,yes,yes,yes,yes,yes,1,0,1774,in,29,1
60,f,yes,yes,yes,yes,yes,1,0,287,in,30,1
96,f,no,yes,yes,yes,yes,1,0,1256,out,92,1
66,m,no,yes,yes,yes,yes,1,0,2309,in,43,1
66,m,yes,yes,yes,yes,yes,1,0,523,in,45,1
87,m,yes,yes,yes,yes,yes,1,0,558,in,21,1
82,m,yes,yes,yes,yes,yes,1,0,2540,in,46,1
84,m,no,yes,yes,yes,yes,1,0,1812,out,70,1
98,m,no,yes,yes,yes,yes,1,0,2424,out,69,1
71,m,yes,no,yes,yes,yes,1,0,813,in,23,1
92,f,no,yes,yes,yes,yes,1,0,2752,in,22,1
74,m,yes,yes,no,yes,yes,1,0,1190,in,11,1
91,f,yes,yes,yes,no,yes,1,0,1832,in,39,1
92,m,yes,yes,yes,no,yes,1,0,874,out,62,1
77,f,yes,yes,yes,yes,yes,1,0,2042,in,33,1
61,f,no,yes,yes,yes,yes,1,0,2127,out,60,1
75,m,no,yes,yes,yes,yes,1,0,217,out,74,1
76,f,yes,yes,yes,yes,yes,1,0,1626,in,9,1
70,m,yes,yes,no,yes,yes,1,0,1374,out,71,1
88,f,yes,yes,yes,yes,yes,1,0,614,out,89,1
73,m,yes,yes,yes,yes,yes,1,0,2122,out,95,1
84,m,yes,yes,yes,no,yes,1,0,1544,out,60,1
90,m,yes,yes,yes,yes,yes,1,0,1887,out,58,1
86,f,yes,yes,yes,yes,yes,1,0,1233,out,82,1
81,m,yes,yes,no,yes,yes,1,0,1271,out,77,1
75,f,yes,yes,yes,yes,yes,1,0,1313,in,28,1
69,f,yes,yes,yes,yes,no,1,0,2362,in,18,1
99,f,yes,yes,yes,yes,no,1,0,115,out,70,1
66,f,yes,yes,yes,yes,yes,1,0,1518,in,2,1
87,m,yes,yes,yes,yes,yes,1,0,1159,in,43,1
90,f,yes,yes,yes,no,yes,1,0,996,in,4,1
97,f,yes,yes,yes,no,yes,1,0,2714,out,95,1
97,f,yes,yes,yes,no,yes,1,0,2139,out,89,1
98,m,yes,yes,yes,yes,yes,1,0,2671,in,16,1
72,m,yes,yes,yes,yes,yes,1,0,1359,out,75,1
76,f,yes,yes,yes,no,yes,1,0,1653,out,78,1
100,m,yes,yes,yes,yes,no,1,0,2528,out,63,1
94,m,yes,yes,yes,yes,yes,1,0,2719,out,92,1
70,m,yes,yes,yes,yes,yes,1,0,1076,in,2,1
93,m,yes,no,yes,yes,yes,1,0,2796,out,84,1
82,m,yes,yes,no,yes,yes,1,0,669,out,77,1
81,m,yes,yes,yes,yes,yes,1,0,2676,out,60,1
92,f,yes,no,yes,yes,yes,1,0,1051,out,51,1
74,m,yes,yes,yes,no,yes,1,0,2806,in,48,1
83,m,yes,yes,yes,yes,yes,1,0,2400,out,63,1
91,m,yes,yes,yes,yes,yes,1,0,1916,in,29,1
80,m,yes,yes,yes,no,yes,1,0,980,out,94,1
90,f,yes,yes,yes,yes,yes,1,0,296,in,0,1
97,f,yes,yes,yes,yes,yes,1,0,2737,in,21,1
70,m,yes,yes,yes,yes,yes,1,0,635,in,43,1
84,f,yes,yes,yes,yes,yes,1,0,988,in,38,1
99,m,yes,yes,yes,yes,yes,1,0,1669,out,99,1
97,m,yes,yes,yes,yes,yes,1,0,1445,in,15,1
84,m,yes,yes,yes,yes,yes,1,0,913,out,79,1
60,f,yes,no,yes,yes,yes,1,0,869,out,73,1
95,m,yes,yes,yes,no,yes,1,0,1589,out,78,1
96,f,no,yes,yes,yes,yes,1,0,324,in,5,1
93,f,yes,yes,yes,yes,yes,1,0,580,in,29,1
72,m,yes,yes,yes,yes,yes,1,0,971,out,94,1
87,f,yes,yes,yes,no,yes,1,0,1794,out,53,1
97,f,yes,no,yes,yes,yes,1,0,379,out,83,1
89,m,yes,yes,yes,yes,yes,1,0,1016,in,33,1
71,m,yes,no,yes,yes,yes,1,0,1236,in,27,1
82,f,yes,yes,yes,yes,yes,1,0,2268,out,53,1
69,m,yes,yes,yes,yes,no,1,0,1145,out,73,1
78,f,yes,yes,yes,no,yes,1,0,2383,in,34,1
63,f,yes,yes,yes,yes,yes,1,0,990,in,30,1
76,m,yes,yes,no,yes,yes,1,0,2328,in,0,1
92,f,yes,yes,no,yes,yes,1,0,1915,out,66,1
81,f,yes,yes,yes,yes,yes,1,0,2636,in,23,1
71,m,yes,yes,yes,yes,yes,1,0,1350,in,0,1
97,m,yes,yes,yes,yes,yes,1,0,1607,in,23,1
87,f,no,yes,yes,yes,yes,1,0,1770,in,23,1
67,f,yes,yes,no,yes,yes,1,0,82,out,93,1
77,m,yes,yes,yes,yes,yes,1,0,2254,in,1,1
77,f,yes,yes,yes,yes,yes,1,0,2570,in,13,1
67,f,yes,yes,yes,yes,yes,1,0,410,in,5,1
68,f,yes,no,yes,yes,yes,1,0,1691,in,28,1
97,m,yes,yes,yes,yes,yes,1,0,1671,in,26,1
60,f,yes,yes,yes,yes,yes,1,0,2995,out,54,1
82,m,yes,yes,yes,yes,no,1,0,1145,in,45,1
67,m,yes,yes,yes,no,yes,1,0,1861,out,74,1
69,m,no,yes,yes,yes,yes,1,0,2604,in,49,1
94,f,yes,no,yes,yes,yes,1,0,1230,in,41,1
74,f,yes,yes,yes,yes,yes,1,0,2275,in,36,1
84,m,yes,yes,yes,yes,yes,1,0,2685,in,44,1
67,f,yes,yes,yes,yes,no,1,0,1413,in,37,1
86,m,yes,yes,yes,yes,yes,1,0,2449,out,92,1
82,m,yes,yes,yes,no,yes,1,0,1884,out,79,1
92,m,yes,yes,yes,yes,yes,1,0,268,in,34,1
97,f,yes,yes,yes,yes,yes,1,0,1836,in,44,1
94,m,yes,yes,yes,yes,yes,1,0,1595,in,6,1
83,f,yes,no,yes,yes,yes,1,0,1094,out,76,1
78,f,yes,yes,yes,yes,yes,1,0,2197,out,56,1
69,m,yes,no,yes,yes,yes,1,0,2644,out,65,1
77,f,yes,yes,yes,yes,yes,1,0,1103,in,13,1
88,m,yes,yes,yes,yes,yes,1,0,531,out,51,1
87,f,yes,yes,yes,yes,yes,1,0,1601,in,2,1
96,m,yes,yes,yes,no,yes,1,0,402,out,55,1
84,m,yes,yes,yes,yes,yes,1,0,2799,in,36,1
70,f,yes,yes,no,yes,yes,1,0,2118,in,20,1
98,f,yes,yes,yes,yes,yes,1,0,1809,in,33,1
98,f,yes,yes,yes,yes,yes,1,0,1866,out,54,1
87,m,yes,yes,yes,yes,yes,1,0,1246,in,37,1
81,f,yes,yes,yes,yes,yes,1,0,2298,out,50,1
99,f,yes,yes,no,yes,yes,1,0,2396,in,10,1
67,m,yes,yes,yes,yes,no,1,0,1840,in,44,1
71,m,yes,no,yes,yes,yes,1,0,2459,in,41,1
68,f,yes,yes,yes,yes,no,1,0,626,in,26,1
66,m,yes,yes,yes,yes,yes,1,0,2109,in,16,1
83,m,yes,yes,yes,yes,yes,1,0,1796,out,51,1
70,f,yes,yes,yes,yes,yes,1,0,2615,out,71,1
85,m,yes,yes,yes,yes,no,1,0,7,in,3,1
85,m,yes,yes,yes,yes,yes,1,0,130,out,51,1
73,m,yes,yes,yes,yes,yes,1,0,955,in,26,1
93,m,yes,yes,yes,yes,yes,1,0,2762,in,24,1
63,f,yes,yes,yes,yes,yes,1,0,1519,out,56,1
96,f,yes,yes,yes,yes,yes,1,0,1321,out,99,1
100,m,no,yes,yes,yes,yes,1,0,1013,in,46,1
98,m,yes,yes,yes,yes,yes,1,0,1110,out,76,1
91,m,yes,yes,yes,yes,yes,1,0,2814,out,73,1
92,f,yes,yes,yes,yes,yes,1,0,1755,out,93,1
69,m,yes,yes,no,yes,yes,1,0,956,in,26,1
96,m,yes,yes,yes,yes,yes,1,0,264,in,28,1
84,m,yes,yes,yes,yes,yes,1,0,2191,out,77,1
76,m,yes,yes,yes,yes,yes,1,0,1504,in,38,1
68,f,yes,yes,no,yes,yes,1,0,2978,out,71,1
98,f,yes,yes,yes,no,yes,1,0,838,out,96,1
79,f,no,yes,yes,yes,yes,1,0,212,in,20,1
68,m,yes,yes,yes,no,yes,1,0,2793,in,28,1
65,m,yes,yes,yes,yes,yes,1,0,1022,in,8,1
85,m,yes,yes,no,yes,yes,1,0,2911,out,100,1
75,m,no,yes,yes,yes,yes,1,0,1355,in,35,1
92,f,yes,yes,no,yes,yes,1,0,1052,out,86,1
100,m,yes,yes,yes,yes,yes,1,0,1373,out,91,1
94,m,yes,yes,yes,yes,yes,1,0,683,in,4,1
67,m,yes,yes,yes,yes,no,1,0,2120,out,54,1
67,m,no,yes,yes,yes,yes,1,0,2949,in,35,1
92,f,yes,yes,yes,yes,yes,1,0,1892,in,7,1
68,f,yes,yes,yes,yes,yes,1,0,615,out,62,1
86,f,yes,yes,yes,yes,yes,1,0,2684,out,63,1
93,m,no,yes,yes,yes,yes,1,0,2815,in,22,1
83,f,yes,no,yes,yes,yes,1,0,539,out,51,1
85,m,yes,yes,yes,yes,yes,1,0,2416,out,60,1
71,f,yes,yes,yes,yes,yes,1,0,1509,in,47,1
99,f,yes,yes,yes,yes,yes,1,0,202,out,74,1
100,m,yes,yes,yes,yes,yes,1,0,2546,in,44,1
69,m,yes,yes,yes,yes,yes,1,0,818,in,6,1
91,m,yes,yes,no,yes,yes,1,0,2716,in,40,1
100,f,yes,yes,yes,yes,no,1,0,2828,out,63,1
70,f,yes,yes,yes,yes,yes,1,0,2916,in,44,1
95,m,yes,yes,yes,yes,yes,1,0,2660,out,95,1
99,f,yes,yes,yes,no,yes,1,0,2283,in,35,1
67,m,yes,yes,yes,yes,yes,1,0,2945,out,91,1
61,f,yes,yes,yes,yes,yes,1,0,2895,out,78,1
83,f,no,yes,yes,yes,yes,1,0,2056,in,13,1
79,m,yes,yes,yes,no,yes,1,0,294,in,12,1
100,f,yes,yes,yes,no,yes,1,0,342,in,45,1
68,m,yes,no,yes,yes,yes,1,0,1962,out,83,1
93,f,yes,yes,yes,yes,yes,1,0,993,out,88,1
93,f,yes,yes,no,yes,yes,1,0,1857,in,43,1
75,f,yes,yes,yes,yes,yes,1,0,1843,in,28,1
90,m,yes,yes,yes,yes,yes,1,0,2684,out,84,1
75,m,yes,yes,yes,no,yes,1,0,2303,out,71,1
69,m,yes,yes,yes,yes,no,1,0,2258,in,6,1
71,m,yes,no,yes,yes,yes,1,0,2555,in,25,1
73,f,yes,yes,yes,yes,yes,1,0,1760,out,85,1
60,f,yes,yes,yes,yes,yes,1,0,2901,out,53,1
94,m,yes,yes,yes,yes,yes,1,0,62,out,100,1
64,f,yes,yes,yes,yes,yes,1,0,168,in,21,1
91,f,yes,yes,yes,yes,yes,1,0,2150,out,92,1
86,f,yes,yes,yes,yes,yes,1,0,235,in,33,1
100,m,yes,yes,yes,yes,yes,1,0,2260,in,10,1
92,m,yes,yes,yes,yes,yes,1,0,2048,in,21,1
94,f,yes,yes,yes,yes,yes,1,0,834,in,38,1
100,f,yes,yes,yes,yes,yes,1,0,2335,in,49,1
97,m,yes,no,yes,yes,yes,1,0,424,out,85,1
91,m,yes,no,yes,yes,yes,1,0,2560,out,81,1
61,f,yes,yes,yes,yes,yes,1,0,2264,in,21,1
89,m,yes,no,yes,yes,yes,1,0,615,in,42,1
66,f,no,yes,yes,yes,yes,1,0,2914,out,98,1
75,m,yes,no,yes,yes,yes,1,0,1215,in,7,1
69,m,yes,yes,yes,yes,yes,1,0,846,out,54,1
92,m,yes,no,yes,yes,yes,1,0,1419,in,27,1
91,m,yes,yes,yes,yes,yes,1,0,40,in,35,1
94,m,yes,yes,no,yes,yes,1,0,916,in,33,1
70,f,yes,no,yes,yes,yes,1,0,1161,in,38,1
97,m,yes,no,yes,yes,yes,1,0,845,out,85,1
83,f,no,yes,yes,yes,yes,1,0,850,out,86,1
80,f,yes,yes,yes,yes,yes,1,0,820,in,31,1
91,f,yes,yes,yes,yes,yes,1,0,247,out,50,1
65,f,yes,yes,yes,yes,yes,1,0,2194,out,79,1
98,m,yes,yes,yes,yes,yes,1,0,1605,out,67,1
83,f,no,yes,yes,yes,yes,1,0,563,in,44,1
99,f,yes,yes,yes,yes,yes,1,0,1129,out,85,1
79,m,no,yes,yes,yes,yes,1,0,2385,in,38,1
72,m,yes,yes,yes,yes,yes,1,0,26,in,42,1
77,m,no,yes,yes,yes,yes,1,0,977,out,61,1
94,f,yes,yes,yes,yes,yes,1,0,490,out,58,1
73,f,yes,yes,yes,yes,yes,1,0,1224,out,91,1
81,f,yes,yes,yes,yes,yes,1,0,2019,in,2,1
81,m,yes,yes,yes,no,yes,1,0,1190,in,38,1
63,f,yes,yes,yes,yes,yes,1,0,1664,in,23,1
81,m,yes,yes,yes,yes,no,1,0,1268,out,95,1
95,f,yes,no,yes,yes,yes,1,0,2109,out,96,1
91,m,yes,yes,yes,yes,yes,1,0,378,in,34,1
95,m,yes,yes,yes,yes,yes,1,0,2239,in,18,1
98,m,no,yes,yes,yes,yes,1,0,318,out,72,1
97,f,no,yes,yes,yes,yes,1,0,2846,in,43,1
76,m,yes,yes,yes,yes,yes,1,0,2961,out,93,1
84,m,yes,yes,no,yes,yes,1,0,1563,out,53,1
77,f,yes,yes,yes,yes,yes,1,0,2534,in,31,1
81,f,yes,yes,yes,yes,yes,1,0,1798,out,56,1
88,f,yes,yes,yes,yes,no,1,0,1239,out,100,1
94,f,yes,yes,yes,yes,yes,1,0,2602,out,50,1
85,f,yes,no,yes,yes,yes,1,0,1980,in,38,1
82,m,yes,yes,yes,yes,yes,1,0,2115,in,24,1
77,f,no,yes,yes,yes,yes,1,0,2037,in,38,1
69,m,yes,yes,yes,yes,yes,1,0,238,in,27,1
68,m,yes,yes,yes,yes,yes,1,0,2868,out,60,1
87,m,no,yes,yes,yes,yes,1,0,142,out,89,1
68,m,yes,yes,yes,yes,yes,1,0,1140,in,1,1
88,m,yes,yes,yes,yes,yes,1,0,1748,in,9,1
86,f,yes,yes,yes,yes,yes,1,0,2061,out,80,1
80,f,yes,yes,yes,no,yes,1,0,109,in,18,1
83,m,yes,yes,yes,no,yes,1,0,2069,in,46,1
89,f,yes,yes,yes,no,yes,1,0,2564,out,96,1
96,f,yes,yes,yes,yes,yes,1,0,1866,out,67,1
97,m,yes,yes,yes,yes,no,1,0,334,out,100,1
80,m,yes,yes,yes,yes,yes,1,0,2965,in,28,1
65,m,yes,yes,yes,yes,yes,1,0,2927,in,38,1
74,m,yes,yes,yes,yes,no,1,0,218,in,37,1
94,m,yes,no,yes,yes,yes,1,0,746,out,87,1
87,f,yes,yes,yes,yes,yes,1,0,1183,out,64,1
73,f,yes,yes,yes,yes,no,1,0,1181,in,13,1
70,f,yes,no,yes,yes,yes,1,0,2673,out,96,1
78,f,no,yes,yes,yes,yes,1,0,107,in,17,1
82,m,yes,yes,yes,yes,no,1,0,479,out,81,1
95,f,yes,yes,yes,yes,no,1,0,2501,out,62,1
89,m,yes,yes,yes,yes,yes,1,0,1603,out,81,1
73,m,yes,yes,yes,yes,no,1,0,2668,out,63,1
76,m,no,yes,yes,yes,yes,1,0,2259,out,65,1
90,f,yes,yes,yes,yes,yes,1,0,1261,out,86,1
80,m,yes,no,yes,yes,yes,1,0,2943,out,96,1
80,m,yes,yes,yes,yes,yes,1,0,2661,in,41,1
72,f,no,yes,yes,yes,yes,1,0,410,in,38,1
87,m,yes,yes,yes,yes,yes,1,0,2219,in,3,1
87,m,no,yes,yes,yes,yes,1,0,852,in,46,1
70,m,yes,yes,yes,yes,yes,1,0,1095,in,20,1
