age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,Label
92,f,yes,yes,yes,yes,no,1,0,1526,out,54,1
82,f,no,yes,yes,yes,yes,1,0,2008,in,22,1
80,f,no,yes,yes,yes,yes,1,0,2898,out,62,1
85,m,yes,yes,yes,yes,yes,1,0,1104,out,80,1
65,m,yes,yes,yes,yes,yes,1,0,1139,out,71,1
92,m,yes,yes,yes,yes,yes,1,0,90,in,10,1
66,f,yes,yes,yes,yes,yes,1,0,296,in,38,1
79,f,no,yes,yes,yes,yes,1,0,2655,out,79,1
96,m,no,yes,yes,yes,yes,1,0,2792,in,26,1
69,f,yes,yes,yes,no,yes,1,0,875,out,87,1
90,f,yes,no,yes,yes,yes,1,0,182,out,90,1
70,f,no,yes,yes,yes,yes,1,0,981,out,86,1
94,m,yes,yes,yes,yes,yes,1,0,2780,in,22,1
85,f,yes,no,yes,yes,yes,1,0,300,out,89,1
90,m,no,yes,yes,yes,yes,1,0,970,out,89,1
80,m,yes,yes,yes,yes,yes,1,0,2761,in,6,1
92,f,yes,yes,no,yes,yes,1,0,341,out,51,1
83,f,no,yes,yes,yes,yes,1,0,239,in,15,1
79,f,yes,yes,no,yes,yes,1,0,1098,in,7,1
78,m,yes,yes,yes,yes,no,1,0,1826,in,38,1
63,f,yes,yes,yes,yes,yes,1,0,888,in,0,1
80,m,yes,no,yes,yes,yes,1,0,1240,out,67,1
60,f,yes,yes,yes,yes,yes,1,0,1656,out,61,1
76,m,yes,yes,no,yes,yes,1,0,2917,in,17,1
83,f,yes,yes,yes,yes,no,1,0,2803,out,80,1
73,m,yes,yes,no,yes,yes,1,0,489,in,26,1
100,f,yes,yes,yes,yes,yes,1,0,806,in,11,1
73,m,yes,yes,yes,yes,yes,1,0,1103,out,75,1
62,f,yes,yes,yes,yes,yes,1,0,113,in,10,1
85,m,yes,yes,yes,no,yes,1,0,1968,in,30,1
67,f,yes,no,yes,yes,yes,1,0,450,in,18,1
84,f,yes,yes,yes,yes,yes,1,0,2877,out,54,1
93,f,yes,yes,yes,yes,no,1,0,2103,out,99,1
80,f,yes,yes,no,yes,yes,1,0,1097,out,74,1
93,f,no,yes,yes,yes,yes,1,0,1753,in,38,1
94,m,yes,yes,yes,yes,yes,1,0,384,in,45,1
92,m,yes,yes,yes,no,yes,1,0,1059,out,52,1
97,m,no,yes,yes,yes,yes,1,0,629,out,57,1
91,f,no,yes,yes,yes,yes,1,0,105,in,45,1
69,f,yes,yes,yes,yes,no,1,0,688,out,83,1
60,f,yes,yes,yes,yes,no,1,0,1871,out,63,1
100,m,no,yes,yes,yes,yes,1,0,2282,out,55,1
99,m,yes,yes,yes,yes,yes,1,0,750,in,5,1
98,f,yes,yes,yes,yes,yes,1,0,967,out,51,1
80,f,yes,yes,yes,yes,yes,1,0,115,in,37,1
69,f,yes,yes,yes,yes,yes,1,0,935,in,14,1
68,m,yes,yes,yes,yes,yes,1,0,2702,out,63,1
66,m,yes,yes,yes,yes,yes,1,0,2376,in,30,1
89,m,yes,yes,yes,yes,yes,1,0,1916,in,20,1
69,m,yes,no,yes,yes,yes,1,0,42,in,12,1
91,f,yes,yes,yes,yes,no,1,0,2881,out,63,1
94,m,yes,yes,yes,yes,yes,1,0,909,out,99,1
85,f,yes,yes,yes,yes,yes,1,0,2932,in,20,1
82,f,yes,no,yes,yes,yes,1,0,2578,out,98,1
73,m,yes,yes,yes,yes,yes,1,0,1183,in,2,1
73,f,no,yes,yes,yes,yes,1,0,2620,out,53,1
84,f,yes,yes,no,yes,yes,1,0,2092,out,51,1
98,m,yes,yes,yes,yes,yes,1,0,1664,in,8,1
78,m,yes,yes,yes,no,yes,1,0,1945,in,19,1
68,m,yes,yes,yes,no,yes,1,0,1451,out,50,1
84,f,yes,yes,yes,no,yes,1,0,1126,in,30,1
82,m,yes,yes,yes,yes,yes,1,0,92,in,48,1
100,m,yes,yes,yes,yes,yes,1,0,2052,in,2,1
100,f,yes,yes,yes,yes,yes,1,0,718,in,35,1
85,m,yes,yes,yes,yes,yes,1,0,2049,out,52,1
85,m,no,yes,yes,yes,yes,1,0,341,out,74,1
87,m,yes,yes,yes,yes,no,1,0,2404,out,63,1
96,m,yes,yes,yes,no,yes,1,0,1261,in,16,1
84,f,yes,yes,yes,no,yes,1,0,1782,out,80,1
77,m,no,yes,yes,yes,yes,1,0,2504,out,60,1
94,f,yes,no,yes,yes,yes,1,0,272,in,45,1
74,f,yes,yes,yes,yes,yes,1,0,1302,out,88,1
96,m,yes,yes,yes,yes,yes,1,0,1636,out,89,1
79,m,yes,yes,yes,yes,yes,1,0,590,out,93,1
80,m,yes,yes,yes,yes,yes,1,0,1469,in,11,1
88,m,yes,yes,no,yes,yes,1,0,1831,out,98,1
60,f,yes,yes,yes,yes,yes,1,0,1379,in,35,1
80,f,yes,yes,no,yes,yes,1,0,2676,out,68,1
91,m,yes,no,yes,yes,yes,1,0,2794,in,49,1
77,m,no,yes,yes,yes,yes,1,0,2694,in,5,1
73,f,no,yes,yes,yes,yes,1,0,2913,out,69,1
80,m,yes,no,yes,yes,yes,1,0,2235,out,65,1
79,m,yes,yes,yes,yes,yes,1,0,1311,out,63,1
64,f,yes,yes,no,yes,yes,1,0,8,in,29,1
73,f,yes,yes,yes,yes,yes,1,0,2074,out,84,1
72,m,no,yes,yes,yes,yes,1,0,2375,out,77,1
82,f,yes,yes,yes,yes,yes,1,0,1516,in,17,1
70,m,yes,yes,yes,yes,yes,1,0,2430,in,36,1
73,m,yes,yes,yes,yes,no,1,0,202,in,34,1
91,f,yes,yes,yes,yes,yes,1,0,1663,out,76,1
90,m,yes,yes,no,yes,yes,1,0,1107,out,66,1
98,m,yes,yes,no,yes,yes,1,0,252,in,30,1
74,m,yes,yes,no,yes,yes,1,0,532,in,33,1
93,f,yes,yes,yes,yes,yes,1,0,977,in,17,1
85,m,yes,yes,yes,yes,yes,1,0,2116,out,69,1
75,m,yes,yes,yes,yes,yes,1,0,735,out,81,1
83,m,yes,yes,yes,yes,yes,1,0,1772,in,11,1
76,m,yes,yes,yes,no,yes,1,0,1083,out,76,1
100,f,yes,yes,yes,yes,no,1,0,409,in,35,1
74,f,yes,yes,no,yes,yes,1,0,2026,in,44,1
68,f,yes,yes,yes,yes,yes,1,0,482,out,91,1
61,f,yes,yes,yes,yes,yes,1,0,1424,in,10,1
91,m,yes,yes,yes,yes,yes,1,0,295,out,77,1
96,f,yes,yes,yes,yes,yes,1,0,1080,in,16,1
66,m,yes,yes,yes,yes,yes,1,0,2703,in,9,1
81,f,no,yes,yes,yes,yes,1,0,2454,out,59,1
96,f,no,yes,yes,yes,yes,1,0,2204,out,85,1
74,f,yes,yes,yes,yes,yes,1,0,741,in,36,1
94,m,yes,yes,yes,yes,no,1,0,1010,out,99,1
64,f,yes,yes,no,yes,yes,1,0,304,out,99,1
73,f,yes,yes,yes,yes,yes,1,0,2539,in,11,1
87,f,no,yes,yes,yes,yes,1,0,2228,in,1,1
67,m,yes,yes,yes,yes,yes,1,0,662,out,75,1
69,m,no,yes,yes,yes,yes,1,0,1272,out,88,1
81,f,yes,yes,yes,yes,yes,1,0,987,in,47,1
78,f,yes,yes,yes,yes,yes,1,0,1708,out,59,1
94,f,yes,yes,yes,yes,yes,1,0,2695,out,59,1
83,m,yes,yes,yes,yes,yes,1,0,1365,in,25,1
67,f,yes,yes,yes,yes,yes,1,0,1598,in,23,1
85,m,yes,yes,yes,yes,yes,1,0,1661,in,35,1
68,f,no,yes,yes,yes,yes,1,0,1262,in,37,1
84,m,yes,yes,yes,yes,yes,1,0,2536,in,42,1
73,m,yes,yes,yes,yes,no,1,0,120,in,47,1
90,f,yes,yes,yes,no,yes,1,0,1657,out,77,1
87,m,yes,yes,yes,yes,no,1,0,845,in,44,1
64,f,yes,yes,yes,no,yes,1,0,1762,in,38,1
98,m,yes,yes,yes,yes,yes,1,0,132,in,28,1
97,f,yes,yes,yes,yes,yes,1,0,2580,in,25,1
98,f,yes,yes,yes,yes,yes,1,0,1206,out,62,1
98,m,yes,yes,yes,yes,yes,1,0,1630,in,42,1
78,m,yes,yes,yes,yes,yes,1,0,975,out,60,1
83,m,yes,yes,yes,yes,yes,1,0,2340,in,8,1
89,m,yes,yes,no,yes,yes,1,0,1676,out,74,1
100,f,yes,yes,yes,no,yes,1,0,1347,in,1,1
93,m,yes,yes,yes,yes,yes,1,0,204,in,12,1
92,f,yes,yes,no,yes,yes,1,0,848,out,85,1
63,f,yes,yes,yes,no,yes,1,0,1810,out,59,1
75,f,yes,yes,yes,yes,yes,1,0,1749,out,58,1
87,f,yes,no,yes,yes,yes,1,0,2916,in,43,1
92,f,yes,yes,yes,no,yes,1,0,1381,out,71,1
83,m,yes,yes,yes,yes,yes,1,0,2907,out,79,1
97,f,yes,no,yes,yes,yes,1,0,712,in,39,1
87,f,yes,yes,yes,yes,yes,1,0,1889,out,62,1
82,f,yes,yes,yes,no,yes,1,0,1481,in,26,1
88,m,yes,no,yes,yes,yes,1,0,1554,out,76,1
77,m,yes,yes,yes,yes,yes,1,0,269,in,39,1
60,f,yes,yes,yes,yes,yes,1,0,2676,out,75,1
78,f,yes,yes,yes,no,yes,1,0,1018,in,31,1
100,f,yes,yes,yes,yes,yes,1,0,344,out,80,1
82,f,yes,yes,yes,no,yes,1,0,2440,out,77,1
68,m,yes,yes,yes,yes,yes,1,0,442,out,58,1
86,m,no,yes,yes,yes,yes,1,0,2503,out,50,1
100,m,yes,no,yes,yes,yes,1,0,2902,out,60,1
69,f,yes,yes,yes,yes,yes,1,0,1924,in,34,1
86,m,yes,yes,yes,yes,no,1,0,608,out,59,1
93,m,yes,yes,yes,yes,yes,1,0,379,out,59,1
73,f,yes,yes,yes,no,yes,1,0,461,in,29,1
66,m,yes,yes,yes,yes,no,1,0,1290,out,95,1
72,m,yes,yes,yes,yes,yes,1,0,1859,out,53,1
67,m,no,yes,yes,yes,yes,1,0,993,in,34,1
97,m,yes,yes,yes,yes,no,1,0,1191,out,58,1
80,f,yes,yes,yes,yes,no,1,0,1714,out,72,1
81,f,no,yes,yes,yes,yes,1,0,70,in,27,1
68,f,yes,yes,yes,yes,yes,1,0,294,out,68,1
81,f,yes,no,yes,yes,yes,1,0,1539,in,13,1
93,f,yes,yes,yes,yes,no,1,0,2605,in,38,1
73,m,yes,yes,yes,yes,no,1,0,2518,out,78,1
91,m,yes,yes,yes,yes,yes,1,0,1873,out,78,1
87,m,yes,no,yes,yes,yes,1,0,2546,in,33,1
73,m,yes,yes,yes,yes,yes,1,0,2345,in,31,1
97,m,yes,yes,yes,yes,yes,1,0,1470,out,91,1
84,f,yes,yes,yes,yes,yes,1,0,660,out,100,1
83,m,yes,yes,no,yes,yes,1,0,2488,out,90,1
93,f,yes,yes,yes,yes,yes,1,0,514,out,91,1
65,m,no,yes,yes,yes,yes,1,0,2980,in,7,1
94,m,yes,yes,yes,no,yes,1,0,2048,out,99,1
74,m,yes,yes,yes,yes,yes,1,0,2351,in,38,1
73,f,yes,yes,yes,yes,no,1,0,2814,out,79,1
97,m,yes,no,yes,yes,yes,1,0,2377,out,80,1
77,f,no,yes,yes,yes,yes,1,0,2469,out,94,1
62,f,yes,yes,yes,yes,yes,1,0,1199,in,30,1
87,f,no,yes,yes,yes,yes,1,0,2767,in,38,1
79,m,yes,yes,yes,yes,yes,1,0,2338,out,89,1
88,f,yes,yes,yes,no,yes,1,0,2385,in,14,1
80,f,yes,yes,yes,yes,yes,1,0,2860,out,56,1
72,m,no,yes,yes,yes,yes,1,0,1779,in,49,1
86,m,no,yes,yes,yes,yes,1,0,1589,in,9,1
95,m,yes,yes,yes,yes,yes,1,0,2631,in,44,1
73,m,no,yes,yes,yes,yes,1,0,1861,in,17,1
94,m,yes,no,yes,yes,yes,1,0,2395,in,36,1
70,f,yes,yes,no,yes,yes,1,0,1701,out,55,1
91,f,yes,yes,yes,yes,yes,1,0,930,out,100,1
97,f,yes,yes,yes,yes,yes,1,0,749,out,57,1
99,m,yes,yes,yes,no,yes,1,0,1833,out,52,1
66,m,yes,yes,yes,yes,yes,1,0,310,out,99,1
95,m,no,yes,yes,yes,yes,1,0,2228,out,65,1
77,m,yes,yes,yes,yes,no,1,0,1144,in,30,1
84,f,yes,yes,yes,yes,no,1,0,2897,in,16,1
68,m,yes,yes,yes,yes,yes,1,0,1573,in,7,1
77,f,yes,no,yes,yes,yes,1,0,284,in,27,1
69,m,yes,yes,yes,yes,yes,1,0,315,in,5,1
89,m,yes,yes,yes,yes,no,1,0,656,out,100,1
78,m,yes,yes,yes,no,yes,1,0,472,in,20,1
77,f,yes,yes,yes,yes,yes,1,0,2607,out,79,1
97,f,yes,no,yes,yes,yes,1,0,591,in,9,1
67,m,yes,yes,yes,yes,yes,1,0,2061,in,27,1
80,m,yes,yes,yes,yes,no,1,0,1688,out,60,1
63,f,yes,yes,yes,yes,yes,1,0,1674,out,54,1
83,m,yes,yes,yes,yes,yes,1,0,714,in,24,1
71,f,yes,yes,yes,yes,no,1,0,2864,in,17,1
80,f,no,yes,yes,yes,yes,1,0,2178,out,92,1
68,m,yes,yes,yes,yes,yes,1,0,840,out,73,1
80,f,yes,yes,yes,yes,yes,1,0,1062,out,62,1
93,m,yes,yes,yes,yes,yes,1,0,2775,in,21,1
71,f,yes,yes,yes,no,yes,1,0,390,out,56,1
98,m,yes,yes,yes,yes,no,1,0,313,in,8,1
69,m,yes,yes,yes,no,yes,1,0,1175,in,23,1
72,f,yes,no,yes,yes,yes,1,0,808,in,23,1
92,f,no,yes,yes,yes,yes,1,0,815,out,73,1
81,m,yes,yes,yes,yes,yes,1,0,2986,out,96,1
90,m,yes,no,yes,yes,yes,1,0,241,out,88,1
99,m,yes,yes,yes,yes,yes,1,0,1223,out,53,1
78,m,yes,yes,yes,no,yes,1,0,1223,in,25,1
62,f,yes,no,yes,yes,yes,1,0,1182,in,18,1
92,f,yes,yes,yes,yes,yes,1,0,2096,in,25,1
83,m,no,yes,yes,yes,yes,1,0,665,out,67,1
62,f,yes,yes,yes,yes,yes,1,0,2790,out,78,1
69,f,yes,no,yes,yes,yes,1,0,275,in,23,1
95,m,yes,yes,yes,yes,no,1,0,2681,in,39,1
69,m,yes,yes,yes,yes,yes,1,0,856,in,30,1
97,f,yes,yes,yes,yes,yes,1,0,170,in,8,1
80,f,yes,no,yes,yes,yes,1,0,1391,out,57,1
87,m,yes,no,yes,yes,yes,1,0,1466,in,14,1
81,m,yes,yes,yes,yes,yes,1,0,2750,out,78,1
94,m,yes,yes,yes,yes,yes,1,0,1388,in,39,1
67,f,yes,yes,yes,yes,yes,1,0,1647,out,76,1
100,f,yes,yes,yes,yes,no,1,0,117,out,94,1
88,m,yes,yes,yes,yes,yes,1,0,1408,out,91,1
91,f,yes,yes,yes,yes,yes,1,0,2035,out,58,1
65,m,yes,no,yes,yes,yes,1,0,1252,out,88,1
96,m,yes,yes,yes,yes,yes,1,0,257,in,25,1
72,f,yes,yes,yes,yes,yes,1,0,650,in,5,1
69,m,yes,yes,yes,yes,yes,1,0,697,out,96,1
92,f,yes,no,yes,yes,yes,1,0,2134,in,48,1
83,f,yes,yes,yes,no,yes,1,0,196,out,79,1
61,f,yes,yes,yes,yes,yes,1,0,443,in,7,1
70,f,yes,no,yes,yes,yes,1,0,1778,out,84,1
91,f,yes,yes,yes,yes,yes,1,0,1243,out,84,1
72,f,no,yes,yes,yes,yes,1,0,1209,out,52,1
89,f,yes,yes,yes,yes,yes,1,0,2220,in,41,1
100,f,no,yes,yes,yes,yes,1,0,1148,out,71,1
86,m,yes,yes,yes,yes,yes,1,0,2019,in,41,1
72,f,yes,yes,yes,yes,yes,1,0,1004,in,47,1
95,m,yes,yes,yes,yes,yes,1,0,2063,in,49,1
95,m,yes,yes,yes,yes,yes,1,0,89,in,1,1
69,m,yes,yes,yes,yes,yes,1,0,1380,out,87,1
66,f,yes,yes,yes,yes,yes,1,0,776,in,4,1
85,m,yes,yes,yes,yes,yes,1,0,2519,out,100,1
74,m,yes,yes,no,yes,yes,1,0,2364,in,30,1
68,m,yes,yes,yes,no,yes,1,0,2278,in,34,1
71,f,yes,yes,yes,no,yes,1,0,2471,in,17,1
70,m,yes,yes,yes,yes,yes,1,0,1801,out,64,1
70,f,yes,yes,yes,yes,yes,1,0,1470,out,51,1
84,f,yes,yes,yes,yes,yes,1,0,2683,out,71,1
78,m,yes,yes,no,yes,yes,1,0,2629,in,26,1
72,f,yes,no,yes,yes,yes,1,0,385,in,46,1
96,f,yes,yes,yes,yes,yes,1,0,322,in,36,1
96,f,yes,yes,yes,yes,yes,1,0,1074,in,3,1
89,f,yes,yes,yes,no,yes,1,0,873,in,8,1
98,m,yes,no,yes,yes,yes,1,0,593,out,60,1
75,m,yes,yes,yes,yes,yes,1,0,1818,in,45,1
74,m,yes,no,yes,yes,yes,1,0,2588,out,51,1
74,f,yes,yes,yes,yes,no,1,0,2535,in,5,1
94,f,no,yes,yes,yes,yes,1,0,2421,out,79,1
71,m,yes,yes,yes,yes,yes,1,0,318,out,72,1
82,f,yes,yes,yes,yes,yes,1,0,997,out,85,1
93,f,yes,yes,yes,yes,yes,1,0,2615,out,68,1
80,m,yes,yes,yes,yes,yes,1,0,1097,out,53,1
99,f,yes,yes,yes,yes,yes,1,0,130,in,33,1
74,m,yes,yes,yes,yes,yes,1,0,1397,out,93,1
67,m,no,yes,yes,yes,yes,1,0,2094,out,69,1
63,f,yes,no,yes,yes,yes,1,0,2616,out,97,1
85,f,yes,yes,yes,yes,yes,1,0,1830,in,36,1
81,f,yes,yes,yes,yes,yes,1,0,926,out,87,1
73,m,yes,yes,yes,yes,yes,1,0,768,out,64,1
76,m,no,yes,yes,yes,yes,1,0,1904,out,55,1
78,m,yes,yes,yes,yes,yes,1,0,2877,out,75,1
95,f,yes,yes,yes,yes,yes,1,0,54,in,33,1
81,f,yes,yes,yes,yes,yes,1,0,2151,in,46,1
74,f,yes,yes,yes,no,yes,1,0,1521,out,84,1
98,m,yes,yes,yes,no,yes,1,0,2776,out,95,1
93,m,yes,yes,yes,yes,no,1,0,676,in,27,1
97,m,yes,yes,yes,yes,yes,1,0,2365,out,85,1
66,f,yes,yes,yes,yes,yes,1,0,2891,out,70,1
99,f,yes,yes,yes,yes,yes,1,0,2930,out,89,1
80,m,yes,no,yes,yes,yes,1,0,2369,out,57,1
70,f,no,yes,yes,yes,yes,1,0,819,out,98,1
91,f,no,yes,yes,yes,yes,1,0,1601,in,26,1
96,f,yes,yes,yes,yes,yes,1,0,196,out,88,1
92,f,yes,yes,yes,no,yes,1,0,751,in,48,1
94,m,yes,yes,yes,yes,yes,1,0,2301,out,52,1
93,f,yes,yes,yes,yes,yes,1,0,68,in,22,1
62,f,yes,yes,yes,no,yes,1,0,168,out,73,1
70,f,yes,no,yes,yes,yes,1,0,2938,out,75,1
88,m,yes,yes,yes,yes,yes,1,0,87,out,96,1
65,f,yes,yes,yes,yes,yes,1,0,1408,in,19,1
70,f,yes,yes,yes,yes,yes,1,0,308,in,25,1
69,m,yes,yes,yes,yes,yes,1,0,809,in,6,1
69,m,yes,yes,yes,yes,yes,1,0,2665,out,54,1
99,m,yes,yes,no,yes,yes,1,0,136,out,66,1
100,m,yes,yes,yes,yes,yes,1,0,1443,out,84,1
89,m,yes,yes,no,yes,yes,1,0,2921,in,34,1
73,m,no,yes,yes,yes,yes,1,0,2074,in,18,1
82,m,yes,yes,yes,yes,yes,1,0,36,out,89,1
89,f,yes,yes,no,yes,yes,1,0,1870,in,24,1
67,m,yes,no,yes,yes,yes,1,0,1803,in,16,1
87,m,yes,yes,yes,yes,yes,1,0,1084,out,69,1
65,m,yes,yes,yes,no,yes,1,0,2087,out,50,1
84,f,yes,yes,yes,yes,yes,1,0,1998,in,25,1
71,f,yes,yes,yes,yes,no,1,0,1159,out,52,1
76,m,yes,yes,yes,yes,yes,1,0,2923,in,33,1
72,m,yes,yes,no,yes,yes,1,0,2922,out,91,1
66,f,yes,yes,no,yes,yes,1,0,2958,out,52,1
85,m,yes,yes,yes,yes,yes,1,0,1905,out,90,1
63,f,yes,yes,yes,yes,yes,1,0,92,in,24,1
88,m,yes,yes,no,yes,yes,1,0,396,in,2,1
74,f,yes,yes,yes,yes,no,1,0,2285,in,0,1
65,f,yes,yes,no,yes,yes,1,0,1199,in,19,1
80,m,yes,yes,yes,yes,yes,1,0,230,out,60,1
93,f,yes,no,yes,yes,yes,1,0,561,out,94,1
81,f,yes,yes,yes,yes,yes,1,0,654,in,27,1
86,m,yes,yes,no,yes,yes,1,0,1396,in,8,1
65,f,yes,yes,yes,no,yes,1,0,332,in,29,1
61,f,yes,yes,yes,yes,yes,1,0,2877,out,91,1
94,f,yes,no,yes,yes,yes,1,0,2305,out,61,1
69,m,yes,yes,yes,yes,yes,1,0,790,in,2,1
67,f,yes,yes,yes,yes,yes,1,0,771,in,13,1
79,m,yes,yes,yes,yes,yes,1,0,2034,out,82,1
82,m,yes,yes,yes,yes,no,1,0,233,out,72,1
63,f,yes,no,yes,yes,yes,1,0,2855,in,38,1
79,m,yes,yes,yes,yes,yes,1,0,708,out,51,1
73,m,yes,no,yes,yes,yes,1,0,1383,out,97,1
96,m,yes,yes,yes,yes,yes,1,0,1343,in,19,1
88,f,yes,yes,yes,yes,yes,1,0,1481,out,63,1
66,m,yes,no,yes,yes,yes,1,0,1094,in,9,1
94,f,yes,yes,yes,yes,yes,1,0,2847,out,81,1
99,m,no,yes,yes,yes,yes,1,0,241,in,44,1
97,f,yes,yes,yes,yes,yes,1,0,1136,in,32,1
61,f,yes,no,yes,yes,yes,1,0,267,in,6,1
85,m,yes,yes,yes,yes,yes,1,0,2832,in,24,1
75,m,yes,yes,yes,yes,yes,1,0,640,in,6,1
63,f,yes,yes,yes,yes,no,1,0,2882,in,34,1
84,m,yes,yes,yes,yes,no,1,0,1075,in,18,1
69,m,yes,no,yes,yes,yes,1,0,2582,out,88,1
75,f,no,yes,yes,yes,yes,1,0,336,in,17,1
97,m,yes,yes,yes,yes,yes,1,0,1008,in,32,1
91,m,yes,no,yes,yes,yes,1,0,97,out,97,1
88,f,yes,yes,yes,yes,yes,1,0,1352,out,90,1
76,f,yes,yes,no,yes,yes,1,0,523,in,46,1
89,m,yes,yes,yes,yes,yes,1,0,2236,in,41,1
93,f,yes,yes,yes,yes,yes,1,0,791,in,15,1
69,m,yes,yes,yes,yes,yes,1,0,1688,out,93,1
73,m,yes,yes,yes,yes,yes,1,0,1226,in,19,1
84,m,yes,yes,yes,yes,yes,1,0,1529,in,16,1
85,m,yes,yes,yes,yes,yes,1,0,1312,in,7,1
76,m,yes,yes,no,yes,yes,1,0,2566,in,22,1
79,m,yes,yes,yes,yes,yes,1,0,1559,out,91,1
70,m,no,yes,yes,yes,yes,1,0,1222,in,34,1
73,m,yes,yes,yes,yes,yes,1,0,2337,in,40,1
73,f,yes,yes,yes,yes,yes,1,0,463,in,11,1
60,f,yes,yes,yes,yes,yes,1,0,2008,in,33,1
82,m,yes,yes,yes,yes,yes,1,0,360,out,60,1
71,m,yes,yes,no,yes,yes,1,0,1022,in,19,1
94,m,yes,yes,yes,yes,yes,1,0,1848,in,15,1
66,f,yes,yes,yes,yes,yes,1,0,738,out,94,1
99,m,no,yes,yes,yes,yes,1,0,643,out,81,1
89,f,yes,yes,yes,yes,yes,1,0,213,out,55,1
65,f,yes,no,yes,yes,yes,1,0,429,in,17,1
79,f,yes,yes,yes,yes,no,1,0,2553,out,86,1
84,m,yes,yes,yes,no,yes,1,0,292,out,73,1
84,f,no,yes,yes,yes,yes,1,0,227,out,63,1
96,m,yes,yes,yes,yes,yes,1,0,2234,out,100,1
66,m,yes,yes,yes,yes,yes,1,0,2207,in,36,1
86,f,yes,yes,yes,yes,yes,1,0,2691,out,95,1
83,f,yes,no,yes,yes,yes,1,0,2924,out,73,1
99,m,yes,yes,yes,yes,yes,1,0,991,out,87,1
85,m,no,yes,yes,yes,yes,1,0,1832,in,22,1
86,f,yes,yes,yes,yes,yes,1,0,822,out,99,1
87,m,yes,yes,yes,yes,no,1,0,2732,out,63,1
94,m,yes,yes,no,yes,yes,1,0,985,in,20,1
71,f,yes,yes,yes,yes,no,1,0,2337,in,48,1
71,f,no,yes,yes,yes,yes,1,0,581,out,88,1
69,m,yes,yes,no,yes,yes,1,0,257,out,72,1
79,m,yes,yes,yes,yes,yes,1,0,2118,in,39,1
94,m,yes,yes,yes,yes,no,1,0,1292,in,27,1
75,m,yes,yes,yes,yes,no,1,0,2382,in,31,1
80,m,yes,yes,yes,no,yes,1,0,1353,out,61,1
96,m,yes,yes,yes,yes,no,1,0,2383,out,99,1
91,f,yes,yes,yes,yes,yes,1,0,2621,out,81,1
93,f,no,yes,yes,yes,yes,1,0,62,in,34,1
90,m,yes,yes,yes,yes,yes,1,0,892,out,73,1
96,f,yes,yes,yes,no,yes,1,0,480,in,33,1
60,f,yes,no,yes,yes,yes,1,0,753,out,90,1
75,m,yes,yes,no,yes,yes,1,0,1024,out,70,1
95,f,yes,yes,yes,yes,yes,1,0,2607,out,57,1
92,f,yes,yes,yes,no,yes,1,0,1966,in,43,1
68,m,yes,yes,yes,yes,yes,1,0,1447,in,48,1
93,f,yes,yes,no,yes,yes,1,0,2571,in,28,1
71,m,yes,yes,yes,yes,yes,1,0,25,in,44,1
64,f,yes,yes,yes,yes,yes,1,0,37,out,86,1
74,f,yes,yes,yes,yes,yes,1,0,2083,in,13,1
66,f,yes,yes,yes,yes,yes,1,0,2917,in,24,1
66,m,yes,yes,yes,yes,no,1,0,1476,in,2,1
83,m,yes,yes,yes,yes,yes,1,0,785,out,56,1
71,m,yes,yes,no,yes,yes,1,0,428,out,55,1
